header.cases,17520000000_0.126350,191500000000_0.105600,231360000000_0.096362
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_L1DataPrefetch_Total,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_L1InstPrefetch_Miss,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_L1InstPrefetch_Total,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_NoWhere_Miss,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_NoWhere_Total,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_Prefetch2L2BOP_Miss,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_Prefetch2L2BOP_Total,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_Prefetch2L2SMS_Miss,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_Prefetch2L2SMS_Total,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_Prefetch2L2Stream_Miss,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_Prefetch2L2Stream_Total,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_Prefetch2L2Stride_Miss,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_Prefetch2L2Stride_Total,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_Prefetch2L2TP_Miss,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_Prefetch2L2TP_Total,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_Prefetch2L2Unknown_Miss,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_Prefetch2L2Unknown_Total,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_Prefetch2L3Unknown_Miss,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_Prefetch2L3Unknown_Total,0,0,0
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_PTW_Miss,91879,163683,139558
core_with_l2.l2top.l2cache.topDown.E2_L2AReqSource_PTW_Total,104197,1096503,996130
core_with_l2.l2top.l2cache.topDown.L2MissMatch_0,8899019,15771508,13621240
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_0_1,4237810,8154612,10714412
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_1_2,1444318,5509610,4517419
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_2_3,2642588,7232956,6162272
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_3_4,1707585,7110173,6203727
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_4_5,874972,4282955,3688580
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_5_6,552760,2123738,1855435
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_6_7,470004,1201971,1122250
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_7_8,485245,827501,841394
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_8_9,537525,572926,630922
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_9_10,596167,370125,408020
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_10_11,648441,209761,234681
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_11_12,693317,91216,108631
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_12_13,714133,31154,40518
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_13_14,698369,12644,15680
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_14_15,638731,7204,7708
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_15_16,528508,4938,4900
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_16_17,420239,3435,3263
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_17_18,275024,2331,2109
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_18_19,161070,1457,1303
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_19_20,88848,986,883
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_20_21,50705,689,359
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_21_22,32303,381,157
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_22_23,20924,189,76
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_23_24,13189,61,26
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_24_25,8258,29,7
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_25_26,4928,9,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_26_27,2784,6,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_27_28,1571,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_28_29,853,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_29_30,472,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_30_31,184,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_All_31_32,147,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_0_1,4237810,8154612,10714412
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_1_2,1444318,5509610,4517419
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_2_3,2642588,7232956,6162272
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_3_4,1707585,7110173,6203727
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_4_5,874972,4282955,3688580
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_5_6,552760,2123738,1855435
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_6_7,470004,1201971,1122250
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_7_8,485245,827501,841394
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_8_9,537525,572926,630922
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_9_10,596167,370125,408020
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_10_11,648441,209761,234681
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_11_12,693317,91216,108631
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_12_13,714133,31154,40518
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_13_14,698369,12644,15680
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_14_15,638731,7204,7708
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_15_16,528508,4938,4900
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_16_17,420239,3435,3263
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_17_18,275024,2331,2109
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_18_19,161070,1457,1303
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_19_20,88848,986,883
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_20_21,50705,689,359
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_21_22,32303,381,157
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_22_23,20924,189,76
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_23_24,13189,61,26
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_24_25,8258,29,7
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_25_26,4928,9,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_26_27,2784,6,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_27_28,1571,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_28_29,853,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_29_30,472,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_30_31,184,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_31_32,82,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_32_33,51,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_33_34,11,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_34_35,3,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_35_36,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_36_37,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_37_38,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_38_39,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_39_40,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_40_41,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_41_42,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_42_43,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_43_44,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_44_45,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_45_46,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_46_47,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_47_48,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_48_49,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_49_50,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_50_51,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_51_52,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_52_53,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_53_54,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_54_55,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_55_56,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_56_57,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_57_58,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_58_59,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_59_60,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_60_61,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_61_62,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_62_63,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_CPU_63_64,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_0_1,18551972,37753057,36564732
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_1_2,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_2_3,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_3_4,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_4_5,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_5_6,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_6_7,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_7_8,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_8_9,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_9_10,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_10_11,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_11_12,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_12_13,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_13_14,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_14_15,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_15_16,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_16_17,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_17_18,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_18_19,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_19_20,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_20_21,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_21_22,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_22_23,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_23_24,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_24_25,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_25_26,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_26_27,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_27_28,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_28_29,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_29_30,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_30_31,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_31_32,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_32_33,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_33_34,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_34_35,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_35_36,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_36_37,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_37_38,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_38_39,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_39_40,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_40_41,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_41_42,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_42_43,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_43_44,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_44_45,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_45_46,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_46_47,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_47_48,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_48_49,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_49_50,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_50_51,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_51_52,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_52_53,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_53_54,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_54_55,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_55_56,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_56_57,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_57_58,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_58_59,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_59_60,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_60_61,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_61_62,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_62_63,0,0,0
core_with_l2.l2top.l2cache.topDown.parallel_misses_Pref_63_64,0,0,0
global.branch_mispred,0.07444345668674852,0.053275478574571586,0.05912763694440729
global.branch_prediction_mpki,10.810847297288175,14.995103748775938,16.51340577969202
global.dwpu_pred_mpki,0.0,0.0,0.0
global.fma_instr_latency,0,0,0
global.IPC,1.078052722478628,0.5297582781241191,0.5469749498786166
global.ldtlb_miss_rate,0.07104425445734491,0.3281773765227488,0.3316742828013593
global.load_instr_latency,15.451919899661789,35.93588885041861,26.963992608839977
global.sttlb_miss_rate,0.050244450629375034,0.1158706276733364,0.14310958989589737
global.T_DCache,321.16172657215486,256.3181127208291,259.83931390938915
l3cacheOpt.slices_0.a_req_buffer.recv_normal,405942,427107,394107
l3cacheOpt.slices_0.a_req_buffer.recv_prefetch,0,0,0
l3cacheOpt.slices_0.a_req_buffer.req_buffer_alloc,244204,254739,238508
l3cacheOpt.slices_0.a_req_buffer.req_buffer_flow,389017,403201,369782
l3cacheOpt.slices_0.a_req_buffer.req_buffer_full,1244,78,259
l3cacheOpt.slices_0.a_req_buffer.req_buffer_merge,0,0,0
l3cacheOpt.slices_0.a_req_buffer.req_buffer_util_0,18249922,37470990,36294938
l3cacheOpt.slices_0.a_req_buffer.req_buffer_util_1,287893,277865,264021
l3cacheOpt.slices_0.a_req_buffer.req_buffer_util_2,9841,3780,4825
l3cacheOpt.slices_0.a_req_buffer.req_buffer_util_3,3073,345,690
l3cacheOpt.slices_0.dataStorage.DS_1_stacks_used,1562420,1639424,1497403
l3cacheOpt.slices_0.dataStorage.DS_2_stacks_used,122383,58900,59598
l3cacheOpt.slices_0.directory.selfdir_A_hit,100134,280003,269697
l3cacheOpt.slices_0.directory.selfdir_A_req,405942,427107,394107
l3cacheOpt.slices_0.directory.selfdir_B_hit,0,0,0
l3cacheOpt.slices_0.directory.selfdir_B_req,0,0,0
l3cacheOpt.slices_0.directory.selfdir_BRANCH,0,0,0
l3cacheOpt.slices_0.directory.selfdir_C_hit,115502,300834,288803
l3cacheOpt.slices_0.directory.selfdir_C_req,405942,427107,394099
l3cacheOpt.slices_0.directory.selfdir_dirty,108912,159541,155534
l3cacheOpt.slices_0.directory.selfdir_hit,215636,580837,558500
l3cacheOpt.slices_0.directory.selfdir_INVALID,0,0,0
l3cacheOpt.slices_0.directory.selfdir_req,811884,854214,788206
l3cacheOpt.slices_0.directory.selfdir_TIP,405768,426425,393444
l3cacheOpt.slices_0.directory.selfdir_TRUNK,406116,427789,394762
l3cacheOpt.slices_0.mshrAlloc.conflictA,21153,1172,1263
l3cacheOpt.slices_0.mshrAlloc.conflictB,0,0,0
l3cacheOpt.slices_0.mshrAlloc.conflictByPrefetch,0,0,0
l3cacheOpt.slices_0.mshrAlloc.conflictC,149900,5846,5511
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_0_10,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_10_20,225485,495971,455583
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_20_30,9372,9082,8730
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_30_40,71153,75593,60348
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_40_50,38206,6230,6073
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_50_60,5243,45,56
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_60_70,2051,6,7
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_70_80,717,0,1
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_80_90,90,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_90_100,10,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_100_110,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_110_120,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_120_130,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_130_140,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_140_150,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_150_160,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_160_170,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_170_180,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_180_190,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_190_200,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_200_210,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_210_220,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_220_230,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_230_240,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_240_250,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_250_260,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_260_270,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_270_280,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_280_290,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_290_300,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_300_350,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_350_400,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_400_450,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_450_500,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_500_550,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_550_600,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_600_650,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_650_700,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_700_750,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_750_800,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_800_850,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_850_900,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_900_950,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_0_950_1000,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_0_10,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_10_20,102531,107887,101159
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_20_30,10635,17070,16256
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_30_40,38696,29555,24808
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_40_50,42786,7888,7356
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_50_60,5212,40,47
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_60_70,2137,6,5
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_70_80,684,1,1
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_80_90,99,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_90_100,10,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_100_110,2,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_110_120,3,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_120_130,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_130_140,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_140_150,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_150_160,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_160_170,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_170_180,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_180_190,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_190_200,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_200_210,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_210_220,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_220_230,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_230_240,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_240_250,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_250_260,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_260_270,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_270_280,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_280_290,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_290_300,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_300_350,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_350_400,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_400_450,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_450_500,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_500_550,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_550_600,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_600_650,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_650_700,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_700_750,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_750_800,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_800_850,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_850_900,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_900_950,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_1_950_1000,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_0_10,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_10_20,49538,25456,25811
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_20_30,7455,4831,4968
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_30_40,19731,11384,10665
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_40_50,38723,6965,6683
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_50_60,5685,42,59
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_60_70,2052,6,3
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_70_80,714,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_80_90,121,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_90_100,16,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_100_110,1,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_110_120,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_120_130,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_130_140,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_140_150,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_150_160,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_160_170,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_170_180,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_180_190,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_190_200,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_200_210,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_210_220,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_220_230,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_230_240,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_240_250,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_250_260,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_260_270,0,0,0
l3cacheOpt.slices_0.mshrAlloc.mshr_latency_2_270_280,0,0,0
